,datetime_from,price,price1,price2,price3
1484,2023-09-27 20:00:00,96.38,100.01,90.35,118.373
1485,2023-09-27 21:00:00,88.13,96.73,79.01,112.1
1486,2023-09-27 22:00:00,87.4,99.53,86.58,94.51
1487,2023-09-27 23:00:00,82.01,98.29,90.34,92.981
1488,2023-09-28 00:00:00,71.27,93.04,80.38,91.448
1489,2023-09-28 01:00:00,67.6,91.66,80.54,90.263
1490,2023-09-28 02:00:00,76.68,92.11,88.85,91.813
1491,2023-09-28 03:00:00,88.92,100.06,100.07,104.512
1492,2023-09-28 04:00:00,113.62,117.5,120.33,118.209
1493,2023-09-28 05:00:00,126.25,123.06,141.83,125.824
1494,2023-09-28 06:00:00,129.56,117.53,114.55,123.039
1495,2023-09-28 07:00:00,114.82,104.69,94.46,112.202
1496,2023-09-28 08:00:00,93.84,87.03,81.53,106.13
1497,2023-09-28 09:00:00,88.56,81.71,87.09,100.406
1498,2023-09-28 10:00:00,87.62,80.02,83.78,96.316
1499,2023-09-28 11:00:00,84.83,78.08,70.96,93.314
1500,2023-09-28 12:00:00,92.55,84.27,78.5,98.126
1501,2023-09-28 13:00:00,103.88,96.86,91.29,105.06
1502,2023-09-28 14:00:00,113.56,109.04,102.9,116.716
1503,2023-09-28 15:00:00,132.32,130.5,127.32,126.166
1504,2023-09-28 16:00:00,183.26,159.86,153.88,146.757
1505,2023-09-28 17:00:00,259.31,163.54,202.49,173.03
1506,2023-09-28 18:00:00,156.28,145.18,159.54,153.502
1507,2023-09-28 19:00:00,127.4,126.49,120.92,131.761
1508,2023-09-28 20:00:00,116.08,108.32,99.65,117.568
1509,2023-09-28 21:00:00,110.19,102.72,82.86,112.53
1510,2023-09-28 22:00:00,108.5,105.6,85.37,100.979
1511,2023-09-28 23:00:00,95.88,104.29,89.63,98.438
1512,2023-09-29 00:00:00,91.58,97.92,80.56,97.886
1513,2023-09-29 01:00:00,87.83,95.88,66.53,94.707
1514,2023-09-29 02:00:00,90.19,98.19,78.81,98.3
1515,2023-09-29 03:00:00,96.35,106.12,96.01,104.205
1516,2023-09-29 04:00:00,123.61,120.16,122.06,113.332
1517,2023-09-29 05:00:00,137.4,124.54,141.51,126.825
1518,2023-09-29 06:00:00,130.05,115.25,110.13,120.794
1519,2023-09-29 07:00:00,102.99,99.79,74.12,110.872
1520,2023-09-29 08:00:00,92.07,81.54,71.44,103.005
1521,2023-09-29 09:00:00,87.37,76.09,67.17,94.866
1522,2023-09-29 10:00:00,82.05,73.05,70.64,87.829
1523,2023-09-29 11:00:00,72.44,72.69,68.15,84.607
1524,2023-09-29 12:00:00,77.04,77.23,76.07,91.923
1525,2023-09-29 13:00:00,90.7,91.64,89.92,103.035
1526,2023-09-29 14:00:00,99.81,105.3,97.6,114.525
1527,2023-09-29 15:00:00,125.0,124.01,122.1,119.693
1528,2023-09-29 16:00:00,138.99,147.01,158.92,139.379
1529,2023-09-29 17:00:00,194.99,154.03,206.91,213.569
1530,2023-09-29 18:00:00,135.15,141.11,153.09,147.647
1531,2023-09-29 19:00:00,113.4,120.89,115.33,128.153
1532,2023-09-29 20:00:00,106.57,110.5,101.13,115.545
1533,2023-09-29 21:00:00,101.07,113.63,83.58,112.936
1534,2023-09-29 22:00:00,91.87,111.15,96.33,104.353
1535,2023-09-29 23:00:00,88.98,109.25,92.05,100.694
1536,2023-09-30 00:00:00,96.68,104.17,85.09,97.837
1537,2023-09-30 01:00:00,115.03,102.05,78.39,96.137
1538,2023-09-30 02:00:00,105.65,101.85,82.21,95.83
1539,2023-09-30 03:00:00,114.82,104.94,89.12,95.567
1540,2023-09-30 04:00:00,105.3,107.72,95.64,99.841
1541,2023-09-30 05:00:00,109.29,107.45,102.78,110.716
1542,2023-09-30 06:00:00,109.73,100.65,88.07,106.665
1543,2023-09-30 07:00:00,104.53,88.15,67.68,98.512
1544,2023-09-30 08:00:00,80.38,72.85,55.96,86.153
1545,2023-09-30 09:00:00,56.57,66.84,58.58,72.545
1546,2023-09-30 10:00:00,42.76,62.83,68.13,61.32
1547,2023-09-30 11:00:00,27.89,60.26,54.22,62.348
1548,2023-09-30 12:00:00,21.29,60.96,53.61,66.769
1549,2023-09-30 13:00:00,82.37,73.1,73.87,77.36
1550,2023-09-30 14:00:00,101.0,93.53,80.9,94.235
1551,2023-09-30 15:00:00,108.76,106.23,111.1,105.831
1552,2023-09-30 16:00:00,140.11,127.43,139.77,127.915
1553,2023-09-30 17:00:00,170.0,137.74,180.18,156.492
1554,2023-09-30 18:00:00,133.5,129.35,136.88,138.848
1555,2023-09-30 19:00:00,111.98,115.51,108.53,119.307
1556,2023-09-30 20:00:00,107.4,109.82,94.32,108.697
1557,2023-09-30 21:00:00,101.04,111.92,80.56,99.887
1558,2023-09-30 22:00:00,102.73,108.85,87.99,101.751
1559,2023-09-30 23:00:00,94.14,107.19,81.64,97.211
1560,2023-10-01 00:00:00,95.85,101.44,74.15,95.054
1561,2023-10-01 01:00:00,85.03,98.24,67.69,93.554
1562,2023-10-01 02:00:00,83.33,93.93,71.43,92.796
1563,2023-10-01 03:00:00,90.01,93.44,78.66,89.566
1564,2023-10-01 04:00:00,83.54,90.27,85.96,92.983
1565,2023-10-01 05:00:00,88.08,79.76,87.19,89.102
1566,2023-10-01 06:00:00,82.1,63.53,71.96,82.137
1567,2023-10-01 07:00:00,62.73,53.53,55.58,69.125
1568,2023-10-01 08:00:00,40.0,37.81,31.35,60.314
1569,2023-10-01 09:00:00,8.99,34.07,20.92,45.754
1570,2023-10-01 10:00:00,0.0,28.24,19.02,43.432
1571,2023-10-01 11:00:00,0.0,21.28,16.51,37.85
1572,2023-10-01 12:00:00,0.0,23.37,18.86,43.885
1573,2023-10-01 13:00:00,40.0,38.09,59.69,56.91
1574,2023-10-01 14:00:00,62.73,70.68,70.71,73.21
1575,2023-10-01 15:00:00,104.61,100.21,96.92,93.091
1576,2023-10-01 16:00:00,120.06,126.76,122.3,118.071
1577,2023-10-01 17:00:00,146.5,138.47,166.73,147.831
1578,2023-10-01 18:00:00,132.57,134.66,126.07,134.465
1579,2023-10-01 19:00:00,115.16,115.05,91.85,121.524
1580,2023-10-01 20:00:00,109.31,110.47,77.7,111.15
1581,2023-10-01 21:00:00,99.97,99.62,66.85,103.346
1582,2023-10-01 22:00:00,103.63,96.69,73.7,97.809
1583,2023-10-01 23:00:00,93.17,95.11,74.66,93.44
1584,2023-10-02 00:00:00,93.4,90.54,65.76,91.281
1585,2023-10-02 01:00:00,92.02,87.91,55.85,89.725
1586,2023-10-02 02:00:00,95.68,90.23,64.88,90.717
1587,2023-10-02 03:00:00,99.33,98.64,77.7,98.361
1588,2023-10-02 04:00:00,124.97,114.58,108.93,116.098
1589,2023-10-02 05:00:00,143.58,119.23,127.9,128.981
1590,2023-10-02 06:00:00,144.5,110.8,95.83,123.274
1591,2023-10-02 07:00:00,118.24,90.67,58.7,109.173
1592,2023-10-02 08:00:00,50.95,73.93,53.94,101.543
1593,2023-10-02 09:00:00,9.5,69.09,47.67,91.567
1594,2023-10-02 10:00:00,20.0,66.1,59.07,92.742
1595,2023-10-02 11:00:00,9.0,63.18,51.83,86.976
1596,2023-10-02 12:00:00,69.04,63.99,65.23,95.578
1597,2023-10-02 13:00:00,90.5,79.76,75.35,101.754
1598,2023-10-02 14:00:00,106.98,100.18,96.26,112.736
1599,2023-10-02 15:00:00,129.0,122.33,124.93,128.124
1600,2023-10-02 16:00:00,184.8,160.04,156.82,168.606
1601,2023-10-02 17:00:00,240.0,161.23,201.31,212.607
1602,2023-10-02 18:00:00,160.07,142.93,159.54,171.84
1603,2023-10-02 19:00:00,120.0,121.81,115.99,137.351
1604,2023-10-02 20:00:00,106.74,106.37,98.41,119.432
1605,2023-10-02 21:00:00,100.0,99.54,84.45,107.588
1606,2023-10-02 22:00:00,97.58,97.3,75.17,98.032
1607,2023-10-02 23:00:00,90.46,93.08,73.52,90.521
1608,2023-10-03 00:00:00,69.22,86.06,68.78,87.306
1609,2023-10-03 01:00:00,30.29,82.0,60.03,85.767
1610,2023-10-03 02:00:00,41.07,84.89,72.28,85.363
1611,2023-10-03 03:00:00,76.09,96.3,90.52,89.662
1612,2023-10-03 04:00:00,122.01,120.27,117.76,113.532
1613,2023-10-03 05:00:00,150.52,119.13,132.35,121.03
1614,2023-10-03 06:00:00,115.92,106.41,103.27,116.061
1615,2023-10-03 07:00:00,80.71,82.61,60.37,98.665
1616,2023-10-03 08:00:00,61.62,64.57,55.04,84.168
1617,2023-10-03 09:00:00,20.1,57.82,47.68,74.646
1618,2023-10-03 10:00:00,5.59,54.35,55.64,69.302
1619,2023-10-03 11:00:00,9.0,51.28,49.7,69.002
1620,2023-10-03 12:00:00,31.74,53.54,59.2,76.943
1621,2023-10-03 13:00:00,64.46,67.72,70.93,88.065
1622,2023-10-03 14:00:00,90.46,90.51,82.15,103.732
1623,2023-10-03 15:00:00,133.05,124.19,111.86,118.591
1624,2023-10-03 16:00:00,181.54,185.52,153.04,131.888
1625,2023-10-03 17:00:00,196.01,184.17,201.76,170.792
1626,2023-10-03 18:00:00,108.47,154.46,137.74,133.277
1627,2023-10-03 19:00:00,82.57,129.03,99.34,107.289
1628,2023-10-03 20:00:00,75.65,112.81,88.05,95.885
1629,2023-10-03 21:00:00,40.2,101.34,71.36,89.184
1630,2023-10-03 22:00:00,53.47,99.18,76.61,85.396
1631,2023-10-03 23:00:00,91.01,98.1,72.2,80.944
1632,2023-10-04 00:00:00,116.95,92.43,64.78,75.451
1633,2023-10-04 01:00:00,111.13,89.36,57.81,76.194
1634,2023-10-04 02:00:00,105.72,93.92,65.9,76.859
1635,2023-10-04 03:00:00,107.01,102.35,82.49,85.017
1636,2023-10-04 04:00:00,100.02,124.19,113.18,100.374
1637,2023-10-04 05:00:00,126.53,121.31,133.07,110.857
1638,2023-10-04 06:00:00,128.47,113.3,108.63,108.949
1639,2023-10-04 07:00:00,107.87,97.3,78.58,93.966
1640,2023-10-04 08:00:00,82.48,76.08,63.47,76.762
1641,2023-10-04 09:00:00,75.92,67.5,53.12,67.341
1642,2023-10-04 10:00:00,52.16,62.37,58.59,62.188
1643,2023-10-04 11:00:00,63.37,59.9,56.77,61.392
1644,2023-10-04 12:00:00,53.2,63.64,68.2,65.037
1645,2023-10-04 13:00:00,89.89,80.38,80.47,77.335
1646,2023-10-04 14:00:00,107.71,100.34,93.81,92.043
1647,2023-10-04 15:00:00,123.31,130.44,125.73,106.403
1648,2023-10-04 16:00:00,149.0,180.61,166.94,135.728
1649,2023-10-04 17:00:00,210.0,179.56,229.0,168.124
1650,2023-10-04 18:00:00,133.0,154.69,147.75,146.899
1651,2023-10-04 19:00:00,97.54,130.15,109.52,113.951
1652,2023-10-04 20:00:00,85.59,111.18,97.38,100.962
1653,2023-10-04 21:00:00,78.98,103.96,83.62,101.188
1654,2023-10-04 22:00:00,103.93,104.6,87.58,86.867
1655,2023-10-04 23:00:00,99.99,102.37,97.43,88.529
1656,2023-10-05 00:00:00,101.35,96.67,99.33,86.354
1657,2023-10-05 01:00:00,101.0,93.74,85.4,86.782
1658,2023-10-05 02:00:00,94.29,96.94,86.24,88.412
1659,2023-10-05 03:00:00,99.99,106.21,100.88,93.958
1660,2023-10-05 04:00:00,125.58,132.85,117.72,108.231
1661,2023-10-05 05:00:00,138.69,135.56,140.81,110.542
1662,2023-10-05 06:00:00,136.85,119.69,125.65,112.384
1663,2023-10-05 07:00:00,107.11,105.67,107.85,103.447
1664,2023-10-05 08:00:00,87.33,85.81,76.49,92.44
1665,2023-10-05 09:00:00,80.24,78.74,48.24,80.024
1666,2023-10-05 10:00:00,78.22,73.62,29.13,71.277
1667,2023-10-05 11:00:00,76.68,67.93,23.48,70.086
1668,2023-10-05 12:00:00,80.03,71.05,60.7,73.801
1669,2023-10-05 13:00:00,87.99,87.57,87.87,88.339
1670,2023-10-05 14:00:00,110.23,102.83,106.91,96.614
1671,2023-10-05 15:00:00,128.29,131.3,131.3,113.599
1672,2023-10-05 16:00:00,176.01,197.83,177.77,164.054
1673,2023-10-05 17:00:00,250.43,187.7,220.82,198.745
1674,2023-10-05 18:00:00,139.4,152.98,142.03,147.189
1675,2023-10-05 19:00:00,109.93,128.9,112.31,117.496
1676,2023-10-05 20:00:00,103.92,111.11,103.45,103.127
1677,2023-10-05 21:00:00,107.56,105.95,81.68,101.076
1678,2023-10-05 22:00:00,109.74,107.02,92.72,96.027
1679,2023-10-05 23:00:00,104.14,104.73,98.78,94.997
1680,2023-10-06 00:00:00,111.73,99.51,100.35,94.156
1681,2023-10-06 01:00:00,110.6,97.61,88.97,93.067
1682,2023-10-06 02:00:00,102.84,99.52,88.51,95.365
1683,2023-10-06 03:00:00,112.48,109.75,102.89,100.507
1684,2023-10-06 04:00:00,143.68,128.18,122.96,110.958
1685,2023-10-06 05:00:00,165.0,130.4,140.0,125.682
1686,2023-10-06 06:00:00,122.12,119.01,123.73,119.278
1687,2023-10-06 07:00:00,104.39,105.77,98.2,104.408
1688,2023-10-06 08:00:00,86.53,88.09,69.79,93.936
1689,2023-10-06 09:00:00,74.88,80.29,43.41,78.651
1690,2023-10-06 10:00:00,78.06,75.76,28.56,67.003
1691,2023-10-06 11:00:00,72.26,76.43,35.34,66.996
1692,2023-10-06 12:00:00,77.88,83.19,60.63,76.37
1693,2023-10-06 13:00:00,94.21,97.09,87.55,91.263
1694,2023-10-06 14:00:00,111.21,110.36,101.61,102.984
1695,2023-10-06 15:00:00,144.1,134.34,126.97,112.694
1696,2023-10-06 16:00:00,165.0,167.4,164.84,167.64
1697,2023-10-06 17:00:00,211.44,166.63,218.57,191.739
1698,2023-10-06 18:00:00,151.67,141.14,135.78,131.846
1699,2023-10-06 19:00:00,120.1,120.14,100.56,110.415
1700,2023-10-06 20:00:00,111.15,106.95,90.23,100.904
1701,2023-10-06 21:00:00,79.08,108.45,72.31,94.816
1702,2023-10-06 22:00:00,142.09,108.66,93.1,88.949
1703,2023-10-06 23:00:00,107.01,105.21,87.91,83.731
1704,2023-10-07 00:00:00,107.21,98.95,86.28,83.118
1705,2023-10-07 01:00:00,90.54,93.6,85.22,81.43
1706,2023-10-07 02:00:00,54.37,93.61,84.0,79.605
1707,2023-10-07 03:00:00,62.44,96.3,88.86,77.186
1708,2023-10-07 04:00:00,108.9,101.88,97.58,82.519
1709,2023-10-07 05:00:00,89.64,99.88,111.33,91.475
1710,2023-10-07 06:00:00,99.32,87.51,94.57,83.739
1711,2023-10-07 07:00:00,84.98,69.32,73.76,70.066
1712,2023-10-07 08:00:00,32.97,53.76,51.87,57.551
1713,2023-10-07 09:00:00,5.0,48.17,14.74,44.709
1714,2023-10-07 10:00:00,0.04,44.68,5.41,29.254
1715,2023-10-07 11:00:00,0.01,40.68,1.98,26.892
1716,2023-10-07 12:00:00,1.0,41.49,17.59,35.492
1717,2023-10-07 13:00:00,22.01,55.69,55.76,63.424
1718,2023-10-07 14:00:00,66.12,84.85,80.42,82.447
1719,2023-10-07 15:00:00,119.65,104.06,110.56,96.342
1720,2023-10-07 16:00:00,102.28,131.16,147.28,124.788
1721,2023-10-07 17:00:00,114.95,133.52,187.23,149.745
1722,2023-10-07 18:00:00,100.0,125.84,123.37,123.307
1723,2023-10-07 19:00:00,88.0,112.46,102.11,100.871
1724,2023-10-07 20:00:00,90.39,108.97,95.15,91.041
1725,2023-10-07 21:00:00,97.37,108.27,83.95,89.094
1726,2023-10-07 22:00:00,95.0,110.22,88.94,100.231
1727,2023-10-07 23:00:00,101.51,109.34,86.95,96.114
1728,2023-10-08 00:00:00,101.0,104.59,89.44,96.556
1729,2023-10-08 01:00:00,100.06,102.07,80.19,90.833
1730,2023-10-08 02:00:00,98.13,100.58,77.76,90.928
1731,2023-10-08 03:00:00,98.13,100.22,87.64,87.336
1732,2023-10-08 04:00:00,101.0,96.22,102.01,91.737
1733,2023-10-08 05:00:00,100.06,94.21,117.14,97.289
1734,2023-10-08 06:00:00,87.05,80.32,91.05,74.518
1735,2023-10-08 07:00:00,81.65,59.69,69.96,55.785
1736,2023-10-08 08:00:00,85.0,44.58,57.53,53.36
1737,2023-10-08 09:00:00,86.01,39.21,23.99,40.421
1738,2023-10-08 10:00:00,53.23,32.22,17.61,33.383
1739,2023-10-08 11:00:00,0.1,24.58,17.07,29.348
1740,2023-10-08 12:00:00,17.35,24.43,38.45,31.827
1741,2023-10-08 13:00:00,70.86,36.37,63.15,59.862
1742,2023-10-08 14:00:00,85.87,76.6,81.93,78.682
1743,2023-10-08 15:00:00,110.95,97.3,105.06,97.857
1744,2023-10-08 16:00:00,122.01,121.99,145.7,122.111
1745,2023-10-08 17:00:00,160.5,128.88,186.88,140.723
1746,2023-10-08 18:00:00,131.85,118.5,125.39,124.736
1747,2023-10-08 19:00:00,110.2,107.94,105.78,111.305
1748,2023-10-08 20:00:00,104.42,105.56,98.11,102.79
1749,2023-10-08 21:00:00,96.34,97.79,86.79,95.992
1750,2023-10-08 22:00:00,91.11,98.69,88.88,99.349
1751,2023-10-08 23:00:00,87.45,96.07,90.76,93.531
1752,2023-10-09 00:00:00,82.44,90.4,89.49,90.842
1753,2023-10-09 01:00:00,77.4,86.11,75.68,88.898
1754,2023-10-09 02:00:00,75.0,87.55,72.44,87.195
1755,2023-10-09 03:00:00,79.05,98.03,87.62,94.052
1756,2023-10-09 04:00:00,118.32,118.48,122.85,107.401
1757,2023-10-09 05:00:00,137.58,124.29,145.24,120.311
1758,2023-10-09 06:00:00,130.07,108.86,127.66,122.887
1759,2023-10-09 07:00:00,129.24,85.27,102.82,112.152
1760,2023-10-09 08:00:00,113.76,66.45,71.31,100.494
1761,2023-10-09 09:00:00,105.57,60.96,50.72,93.559
1762,2023-10-09 10:00:00,103.05,59.45,56.1,91.144
1763,2023-10-09 11:00:00,102.73,59.83,56.76,90.963
1764,2023-10-09 12:00:00,107.01,64.05,73.93,94.352
1765,2023-10-09 13:00:00,115.77,81.87,91.25,104.822
1766,2023-10-09 14:00:00,140.38,101.67,111.18,113.682
1767,2023-10-09 15:00:00,162.31,128.05,137.84,129.684
1768,2023-10-09 16:00:00,219.7,180.67,170.89,158.456
1769,2023-10-09 17:00:00,221.7,178.92,223.83,187.702
1770,2023-10-09 18:00:00,184.5,148.04,145.73,158.932
1771,2023-10-09 19:00:00,141.6,121.69,112.46,134.909
1772,2023-10-09 20:00:00,120.0,107.88,101.68,119.077
1773,2023-10-09 21:00:00,112.7,104.05,84.47,108.143
1774,2023-10-09 22:00:00,104.0,107.78,95.48,106.576
1775,2023-10-09 23:00:00,100.6,106.89,90.68,101.179
1776,2023-10-10 00:00:00,99.9,101.85,95.78,96.222
1777,2023-10-10 01:00:00,99.52,99.15,87.04,93.799
1778,2023-10-10 02:00:00,97.79,102.01,90.39,97.677
1779,2023-10-10 03:00:00,113.37,110.6,106.28,104.901
1780,2023-10-10 04:00:00,139.05,135.86,133.6,123.169
1781,2023-10-10 05:00:00,193.59,140.79,154.89,140.084
1782,2023-10-10 06:00:00,188.46,127.7,140.92,140.433
1783,2023-10-10 07:00:00,147.16,110.57,112.42,119.467
1784,2023-10-10 08:00:00,117.61,92.91,82.18,102.472
1785,2023-10-10 09:00:00,113.85,83.75,58.84,93.346
1786,2023-10-10 10:00:00,105.36,78.6,62.52,87.255
1787,2023-10-10 11:00:00,102.6,75.97,62.05,83.333
1788,2023-10-10 12:00:00,113.21,80.34,77.62,87.119
1789,2023-10-10 13:00:00,125.59,95.33,96.23,101.696
1790,2023-10-10 14:00:00,165.0,112.41,115.05,110.801
1791,2023-10-10 15:00:00,188.9,141.1,141.15,128.345
1792,2023-10-10 16:00:00,246.68,196.16,177.71,151.684
1793,2023-10-10 17:00:00,232.44,189.76,227.03,180.716
1794,2023-10-10 18:00:00,171.07,156.43,151.87,151.249
1795,2023-10-10 19:00:00,137.41,132.13,117.5,115.748
1796,2023-10-10 20:00:00,122.0,116.12,106.6,101.227
1797,2023-10-10 21:00:00,101.68,106.59,88.43,94.601
1798,2023-10-10 22:00:00,87.51,109.91,100.48,100.249
1799,2023-10-10 23:00:00,79.51,107.31,101.39,95.551
1800,2023-10-11 00:00:00,82.75,100.38,104.78,89.993
1801,2023-10-11 01:00:00,77.54,95.04,91.32,87.214
1802,2023-10-11 02:00:00,84.87,96.73,88.45,83.243
1803,2023-10-11 03:00:00,113.77,108.62,103.2,92.909
1804,2023-10-11 04:00:00,170.36,134.23,132.15,112.037
1805,2023-10-11 05:00:00,179.72,143.67,158.14,134.336
1806,2023-10-11 06:00:00,143.88,136.61,129.11,118.317
1807,2023-10-11 07:00:00,128.72,118.88,111.84,105.686
1808,2023-10-11 08:00:00,117.42,100.9,81.74,91.905
1809,2023-10-11 09:00:00,93.85,91.21,54.99,86.31
1810,2023-10-11 10:00:00,85.1,82.37,58.6,84.167
1811,2023-10-11 11:00:00,79.11,79.27,57.45,84.38
1812,2023-10-11 12:00:00,100.61,81.03,66.04,88.243
1813,2023-10-11 13:00:00,117.86,93.97,81.2,95.585
1814,2023-10-11 14:00:00,140.6,115.44,102.86,106.549
1815,2023-10-11 15:00:00,169.4,142.42,136.04,125.445
1816,2023-10-11 16:00:00,190.0,204.56,175.41,165.636
1817,2023-10-11 17:00:00,225.09,203.46,214.5,188.565
1818,2023-10-11 18:00:00,115.9,160.12,123.05,143.754
1819,2023-10-11 19:00:00,95.69,129.74,95.17,118.981
1820,2023-10-11 20:00:00,100.82,117.77,96.62,97.164
1821,2023-10-11 21:00:00,93.4,104.07,87.17,88.635
1822,2023-10-11 22:00:00,88.99,95.52,85.84,100.044
1823,2023-10-11 23:00:00,91.24,93.85,81.05,94.329
1824,2023-10-12 00:00:00,94.74,87.42,75.8,89.634
1825,2023-10-12 01:00:00,88.65,84.18,73.42,88.157
1826,2023-10-12 02:00:00,89.04,88.49,79.49,97.183
1827,2023-10-12 03:00:00,102.6,107.86,100.63,107.09
1828,2023-10-12 04:00:00,126.5,132.17,137.43,136.138
1829,2023-10-12 05:00:00,146.05,139.03,159.87,162.605
1830,2023-10-12 06:00:00,112.24,117.33,124.93,155.864
1831,2023-10-12 07:00:00,109.85,98.9,97.53,145.416
1832,2023-10-12 08:00:00,89.0,80.39,77.92,134.084
1833,2023-10-12 09:00:00,98.67,74.48,72.73,131.634
1834,2023-10-12 10:00:00,97.22,69.77,79.84,128.178
1835,2023-10-12 11:00:00,100.93,69.71,72.49,126.679
1836,2023-10-12 12:00:00,105.56,73.9,83.69,129.847
1837,2023-10-12 13:00:00,105.33,90.86,105.37,136.021
1838,2023-10-12 14:00:00,124.36,113.99,144.83,156.302
1839,2023-10-12 15:00:00,150.73,147.45,168.99,170.746
1840,2023-10-12 16:00:00,190.0,219.62,218.66,204.277
1841,2023-10-12 17:00:00,226.2,216.71,228.45,233.996
1842,2023-10-12 18:00:00,170.36,178.87,171.34,197.008
1843,2023-10-12 19:00:00,129.36,142.22,135.29,160.165
1844,2023-10-12 20:00:00,123.5,127.57,118.63,144.262
1845,2023-10-12 21:00:00,109.84,113.28,104.61,136.327
1846,2023-10-12 22:00:00,123.99,114.63,95.27,114.305
1847,2023-10-12 23:00:00,115.0,113.38,90.36,108.072
1848,2023-10-13 00:00:00,107.14,110.92,87.85,103.367
1849,2023-10-13 01:00:00,101.4,106.75,86.01,101.891
1850,2023-10-13 02:00:00,103.23,109.45,91.74,101.209
1851,2023-10-13 03:00:00,123.78,125.24,110.43,112.989
1852,2023-10-13 04:00:00,170.0,150.1,144.76,145.657
1853,2023-10-13 05:00:00,199.61,147.85,166.87,168.987
1854,2023-10-13 06:00:00,151.11,131.97,147.63,150.267
1855,2023-10-13 07:00:00,118.89,119.71,129.62,126.311
1856,2023-10-13 08:00:00,103.05,103.89,109.3,109.168
1857,2023-10-13 09:00:00,81.87,91.68,99.45,103.102
1858,2023-10-13 10:00:00,84.03,86.29,95.78,99.979
1859,2023-10-13 11:00:00,75.9,84.04,91.24,97.464
1860,2023-10-13 12:00:00,87.06,89.91,102.88,101.607
1861,2023-10-13 13:00:00,106.52,104.11,121.55,116.891
1862,2023-10-13 14:00:00,164.11,123.4,145.51,125.394
1863,2023-10-13 15:00:00,185.89,156.11,174.52,155.134
1864,2023-10-13 16:00:00,223.14,210.31,224.93,191.78
1865,2023-10-13 17:00:00,249.86,209.91,240.06,225.263
1866,2023-10-13 18:00:00,194.99,170.59,174.73,172.175
1867,2023-10-13 19:00:00,150.32,142.89,136.39,148.482
1868,2023-10-13 20:00:00,141.53,125.51,122.84,125.348
1869,2023-10-13 21:00:00,109.41,123.34,108.02,129.489
1870,2023-10-13 22:00:00,106.3,124.69,104.2,129.37
1871,2023-10-13 23:00:00,100.0,123.3,88.65,118.896
1872,2023-10-14 00:00:00,100.0,118.26,85.11,118.344
1873,2023-10-14 01:00:00,111.0,114.92,77.39,116.004
1874,2023-10-14 02:00:00,108.74,115.8,82.01,113.441
1875,2023-10-14 03:00:00,113.28,116.96,92.37,115.37
1876,2023-10-14 04:00:00,107.32,124.79,119.47,123.305
1877,2023-10-14 05:00:00,114.57,127.78,143.07,140.214
1878,2023-10-14 06:00:00,118.91,119.26,108.38,118.843
1879,2023-10-14 07:00:00,92.71,109.08,89.66,99.725
1880,2023-10-14 08:00:00,95.0,92.77,70.31,95.141
1881,2023-10-14 09:00:00,62.85,83.04,60.94,78.703
1882,2023-10-14 10:00:00,51.77,77.44,62.77,68.433
1883,2023-10-14 11:00:00,30.0,73.98,62.56,60.68
1884,2023-10-14 12:00:00,62.79,76.24,71.17,61.699
1885,2023-10-14 13:00:00,113.06,94.78,85.18,100.062
1886,2023-10-14 14:00:00,122.0,115.64,99.51,115.853
1887,2023-10-14 15:00:00,151.92,141.49,135.9,141.299
1888,2023-10-14 16:00:00,165.34,175.1,186.56,174.662
1889,2023-10-14 17:00:00,178.93,173.76,198.66,200.312
1890,2023-10-14 18:00:00,132.56,154.18,145.22,161.409
1891,2023-10-14 19:00:00,109.99,134.86,107.88,138.744
1892,2023-10-14 20:00:00,94.51,123.34,98.21,129.681
1893,2023-10-14 21:00:00,66.81,123.18,95.75,124.218
1894,2023-10-14 22:00:00,67.95,119.45,91.93,138.292
1895,2023-10-14 23:00:00,72.17,117.08,83.74,132.397
1896,2023-10-15 00:00:00,112.1,112.91,79.5,129.888
1897,2023-10-15 01:00:00,102.67,108.64,75.65,128.53
1898,2023-10-15 02:00:00,100.01,108.52,78.62,126.59
1899,2023-10-15 03:00:00,101.97,108.5,88.46,128.427
1900,2023-10-15 04:00:00,91.99,110.57,113.94,131.924
1901,2023-10-15 05:00:00,118.1,107.6,130.58,133.657
1902,2023-10-15 06:00:00,67.41,97.33,96.84,118.983
1903,2023-10-15 07:00:00,90.27,80.88,79.35,95.154
1904,2023-10-15 08:00:00,76.54,63.17,53.11,94.332
1905,2023-10-15 09:00:00,89.96,57.37,40.23,69.422
1906,2023-10-15 10:00:00,60.1,51.29,32.49,64.627
1907,2023-10-15 11:00:00,11.82,39.29,23.73,56.642
1908,2023-10-15 12:00:00,10.0,42.48,38.07,60.868
1909,2023-10-15 13:00:00,72.42,59.51,61.26,88.857
1910,2023-10-15 14:00:00,92.37,97.12,100.58,104.991
1911,2023-10-15 15:00:00,115.02,126.76,119.45,131.071
1912,2023-10-15 16:00:00,151.15,168.33,171.44,163.345
1913,2023-10-15 17:00:00,164.8,164.94,186.04,181.942
1914,2023-10-15 18:00:00,140.81,149.87,135.47,163.739
1915,2023-10-15 19:00:00,138.73,131.72,104.91,140.767
1916,2023-10-15 20:00:00,114.78,117.59,94.52,131.324
1917,2023-10-15 21:00:00,80.67,105.62,84.56,123.211
1918,2023-10-15 22:00:00,91.0,101.15,85.41,116.456
1919,2023-10-15 23:00:00,56.69,99.89,80.03,111.614
